Y1;Y2;Y3;Y4;Y5
3.4764132;1.0372263;0.61066831;1.06;2679989.7
2.7519026;1.0293555;0.61368876;1.06;2681819.8
2.6589449;1.0283499;0.62290042;1.03;2683648
2.580166;1.0274985;0.63296733;1.01;2685426.9
3.1323737;1.0334813;0.63503127;0.997;2687127.9
1.6028565;1.0169948;0.64018621;1.02;2688736.1
0.71057743;1.0074988;0.65287435;0.992;2690296.5
1.1021573;1.0116552;0.65918417;0.97;2691884.5
2.7653637;1.0295011;0.64783477;1.01;2693539.3
1.2468583;1.0131955;0.63440629;1.02;2695236.3
1.1535924;1.0122024;0.62966909;0.977;2696883
3.0990965;1.0331198;0.62395199;0.95;2698437.6
2.4291286;1.0258682;0.62536506;0.982;2699898
2.3031549;1.0245104;0.63417135;0.999;2701335.8
5.319933;1.0575263;0.63987415;1.02;2702835.3
1.7745084;1.0188319;0.64339331;1.01;2704409
0.19914178;1.0020959;0.64086211;0.97;2706021.6
-1.0012322;0.9895285;0.63074034;1.02;2707624.8
-0.66151214;0.99306915;0.6162195;0.973;2709200.6
0.59663462;1.0062926;0.61269733;0.96;2710753.3
1.7173656;1.01822;0.62249521;0.997;2712305.2
1.6920469;1.0179489;0.62535985;0.989;2713832.5
0.47389322;1.0049948;0.61312447;0.997;2715301.4
1.8404969;1.019539;0.59626831;0.977;2716760.4
1.7976975;1.0190803;0.58599251;1.01;2718281.3
3.2139564;1.0343681;0.59127928;1.01;2719889.5
3.952019;1.0424259;0.60427441;1.02;2721540.9
2.1857315;1.0232463;0.59795258;0.97;2723166.5
2.9571246;1.0315788;0.58111612;0.974;2724761.7
4.48;1.0482285;0.57926833;0.983;2726387.6
2.8076658;1.0299591;0.58616607;0.952;2728094.9
1.5439929;1.0163656;0.58958836;0.954;2729883.9
2.9818121;1.0318466;0.58856211;0.965;2731697.9
3.7812213;1.0405556;0.5847764;0.988;2733494.3
4.3525729;1.0468251;0.57613208;1.02;2735259.7
4.6946252;1.0505966;0.55978952;0.994;2736965.8
3.8251907;1.0410368;0.54531793;0.94;2738632.5
2.9975552;1.0320174;0.5502411;0.988;2740306.4
3.1440857;1.0336086;0.56818628;0.982;2741997.6
3.8029931;1.0407939;0.57957688;1.03;2743683.5
3.1360627;1.0335214;0.58321748;1.03;2745367.1
4.5982191;1.0495322;0.59183441;0.934;2747063.9
4.3661536;1.0469746;0.60573925;0.949;2748773.1
4.4616512;1.0480263;0.60463911;0.967;2750460.7
4.4765437;1.0481904;0.597413;0.958;2752093.1
4.0695672;1.043715;0.59771848;0.972;2753698.5
7.6060617;1.0832527;0.59560604;1.04;2755285.1
7.4459544;1.0814308;0.58736926;1.07;2756803.4
5.5245976;1.0598043;0.58956633;1.01;2758236.9
7.7438731;1.0848234;0.60220745;1.02;2759638.8
6.3882109;1.069471;0.604781;1.02;2761051.7
6.248961;1.0679064;0.59503457;0.974;2762484.9
6.0148134;1.0652806;0.58865595;0.96;2763957.5
6.3368287;1.0688934;0.59338766;0.966;2765479.3
5.630717;1.0609874;0.59795671;0.955;2767081.5
5.7909898;1.0627767;0.58408515;0.977;2768765.9
6.1786618;1.0671173;0.56588747;1.05;2770493.7
3.2331321;1.0345767;0.55954261;1.06;2772213.1
5.1903557;1.0560865;0.55471276;1.05;2773868.7
7.0848637;1.077333;0.55385382;1.09;2775461.6
6.4295198;1.0699355;0.55884999;1.05;2777068.3
7.6720481;1.0840045;0.56999618;1.07;2778768.9
7.2815499;1.0795631;0.58507129;1.1;2780545.6
8.1864307;1.0898828;0.5932429;1.09;2782281.9
8.012509;1.0878917;0.59513849;1.1;2783879.1
7.4105599;1.0810284;0.58894004;1.1;2785361
7.7527342;1.0849245;0.58024081;1.05;2786863.7
7.7694466;1.0851151;0.58030555;1.05;2788466.9
9.135127;1.1008081;0.58637217;1.03;2790096.5
7.4481879;1.0814562;0.59704244;1;2791709
8.015686;1.087928;0.60191543;0.979;2793298.9
9.3866362;1.1037228;0.59786133;0.948;2794847.2
7.2717149;1.0794515;0.60276227;0.959;2796317.2
8.1669807;1.0896599;0.61331476;0.968;2797733.5
8.0969008;1.0888573;0.62949177;1.02;2799188.6
6.7404577;1.073439;0.64816918;0.946;2800712.4
7.6193798;1.0834044;0.65710904;0.941;2802251.4
7.9577534;1.0872656;0.65308446;0.966;2803760.8
7.8323397;1.0858329;0.64169328;0.997;2805278.7
7.786157;1.0853058;0.64500785;1.04;2806834.8
7.7720917;1.0851453;0.6712394;0.955;2808428.1
6.2549431;1.0679735;0.70262452;0.979;2810063.9
6.9000462;1.0752416;0.72010483;0.99;2811749.1
7.3496737;1.0803366;0.73424474;0.966;2813482
7.2308421;1.0789877;0.74860099;0.963;2815233.2
7.2290073;1.0789669;0.76197156;0.931;2817000.1
7.0041322;1.0764189;0.76582199;0.944;2818793.5
7.2394287;1.0790851;0.75254295;0.966;2820607
8.2992676;1.0911765;0.73522052;0.951;2822411
8.2452492;1.090557;0.7277737;0.979;2824168.8
6.9102458;1.0753569;0.71859318;0.92;2825854.6
8.1334307;1.0892756;0.70770698;0.869;2827452.9
8.7511081;1.0963725;0.70353503;0.912;2829022.5
7.4682276;1.081684;0.71007217;0.922;2830648.3
7.5084426;1.0821415;0.71994863;0.936;2832374.6
9.0606382;1.0999463;0.72436083;0.938;2834195.2
7.3164465;1.0799593;0.72049347;0.935;2836025.6
8.464815;1.0930774;0.71191865;0.935;2837763.7
8.4185658;1.092546;0.71496636;0.946;2839429.6
5.7440634;1.0622525;0.72693011;0.947;2841124
7.4498992;1.0814756;0.72780731;0.928;2842949.6
8.9422394;1.0985779;0.71217387;0.928;2844908.5
8.3598356;1.0918716;0.69996892;0.93;2846917.8
7.0858181;1.0773438;0.70654687;0.985;2848921.6
8.4870177;1.0933326;0.72974774;1.01;2850891.9
10.693637;1.1189943;0.75544633;0.965;2852833.7
10.150653;1.1126243;0.76580753;0.98;2854774.2
9.5944577;1.106137;0.76137299;0.996;2856715.4
9.1923878;1.101471;0.75462366;0.997;2858675.2
10.552576;1.1173359;0.74917833;1;2860643.3
9.4739029;1.1047359;0.74541792;1.01;2862582.8
9.730761;1.1077233;0.74680465;1.03;2864503.5
11.104481;1.1238382;0.76097828;0.946;2866454.4
10.268433;1.114003;0.7752695;0.978;2868479.9
9.9207723;1.1099385;0.77251432;1.01;2870553.3
9.9551906;1.1103402;0.76426058;0.987;2872615.2
9.2960731;1.1026724;0.76988153;1.01;2874656.7
7.6795366;1.0840898;0.78898179;1;2876684.3
10.16207;1.1127579;0.80453051;1.05;2878736.6
11.640034;1.130184;0.81332652;1;2880795.1
10.399653;1.1155409;0.81244049;0.95;2882847.9
10.110925;1.1121597;0.79515724;0.957;2884970.3
8.3901213;1.0922193;0.78024786;0.969;2887223.4
8.5039176;1.0935269;0.7807381;0.962;2889543.4
9.622539;1.1064637;0.79127283;0.945;2891871.6
10.089378;1.1119078;0.79736251;0.989;2894198.3
7.78737;1.0853196;0.7855959;0.951;2896543.2
7.0259729;1.0766661;0.77129942;0.995;2898956
9.5296095;1.1053831;0.76849654;0.992;2901433.4
10.540423;1.1171932;0.7719944;0.915;2903917.9
10.584191;1.1177074;0.77932427;0.917;2906343.8
9.1742571;1.101261;0.79384458;0.973;2908674.6
8.7984012;1.0969178;0.80590404;0.976;2910944.9
8.6138775;1.0947918;0.79789443;0.928;2913246.5
7.0284803;1.0766945;0.77513;0.91;2915627.7
7.5333322;1.0824247;0.75614213;0.955;2918056.2
7.4470857;1.0814436;0.74723928;0.977;2920519.5
7.7051669;1.084382;0.74997826;0.994;2922989.4
9.2671388;1.102337;0.75971657;0.972;2925478.8
9.9336367;1.1100886;0.76188496;0.909;2927939.1
9.4871225;1.1048895;0.75190026;0.942;2930312.5
9.3892327;1.1037529;0.74373085;0.949;2932622.2
9.2884054;1.1025835;0.74672847;0.901;2934945.6
10.408903;1.1156494;0.75557076;0.896;2937335
12.531695;1.140829;0.77055092;0.905;2939750.5
11.656822;1.1303835;0.80037322;0.916;2942190.7
10.515355;1.1168988;0.82110549;0.941;2944678.6
12.135136;1.1360824;0.81979258;0.984;2947194.3
10.542916;1.1172225;0.80869635;0.915;2949698.3
9.6483808;1.1067643;0.81696563;0.878;2952133.8
11.452398;1.1279566;0.84375455;0.893;2954545.3
11.088261;1.1236466;0.85819132;0.922;2956993.8
10.460345;1.116253;0.85858059;0.945;2959438.6
10.813741;1.1204081;0.85943151;0.925;2961847.1
10.777315;1.1199791;0.85915028;0.923;2964210
9.261997;1.1022774;0.85688888;0.956;2966536.1
11.607558;1.1297982;0.85194469;0.962;2968893.2
11.768712;1.1317141;0.83968472;0.935;2971361
9.4146087;1.1040474;0.82986652;0.934;2973957.5
10.493382;1.1166408;0.82938695;0.946;2976611.2
10.270534;1.1140276;0.8365476;0.942;2979196.9
10.490242;1.1166039;0.844586;0.947;2981623.8
9.7056865;1.1074313;0.83167058;0.927;2983923.1
9.3758216;1.1035973;0.80080523;0.939;2986203.6
9.9012704;1.1097109;0.78044055;0.934;2988539.9
10.155594;1.1126821;0.77701038;0.899;2990893.7
10.679856;1.1188321;0.78863643;0.869;2993244.2
12.267985;1.1376703;0.79965705;0.877;2995633.7
10.124961;1.1123238;0.80376422;0.887;2998034.3
9.1342133;1.1007975;0.79517778;0.852;3000371
9.823593;1.108805;0.78779511;0.88;3002612.5
10.082253;1.1118245;0.79094469;0.879;3004822.6
10.547795;1.1172798;0.80011108;0.854;3007048.8
11.485182;1.1283455;0.82095738;0.839;3009259.9
11.636682;1.1301442;0.84459588;0.863;3011373.5
9.6852072;1.1071929;0.85291665;0.86;3013389.9
10.363972;1.1151225;0.84935432;0.869;3015377.2
10.178699;1.1129525;0.85327006;0.876;3017407.2
10.074925;1.1117388;0.86735477;0.912;3019483.6
10.63544;1.1183098;0.87563693;0.931;3021576.3
9.5674565;1.1058231;0.87310029;0.89;3023676
11.987547;1.1343209;0.88049592;0.9;3025827.5
11.472161;1.1281911;0.89768606;0.977;3028069.5
11.373073;1.1270163;0.91081878;0.962;3030360.3
11.877156;1.1330051;0.91306405;0.898;3032604.2
9.8045923;1.1085835;0.89350542;0.893;3034778.5
9.0340342;1.0996387;0.88264715;0.947;3036929.6
8.7096746;1.095895;0.89026987;0.932;3039139.5
9.4033003;1.1039162;0.90912889;0.89;3041450.1
10.847125;1.1208015;0.91888418;0.908;3043836.2
12.276506;1.1377723;0.9102657;0.885;3046194.5
11.471107;1.1281785;0.89575012;0.897;3048483.7
10.647492;1.1184515;0.88818785;0.909;3050728.5
12.366664;1.1388513;0.89426444;0.958;3052914.6
13.243086;1.1493937;0.90934153;0.938;3055009.2
12.081417;1.1354409;0.92286477;0.899;3057029.2
13.180692;1.1486399;0.93121998;0.931;3059040.2
11.334499;1.1265593;0.93660824;0.954;3061147
10.688714;1.1189363;0.93357196;0.941;3063400.5
12.639941;1.1421281;0.93248835;0.955;3065724.2
12.492873;1.1403634;0.94011934;0.969;3067982.7
11.837364;1.1325312;0.95007535;0.97;3070090.7
11.532791;1.1289104;0.93775574;0.946;3072121
11.881529;1.1330572;0.91724685;0.911;3074209.5
13.049973;1.1470624;0.92103432;0.887;3076427.4
12.735976;1.1432819;0.93798009;0.928;3078687.6
13.842349;1.1566583;0.95949034;0.957;3080885
12.613106;1.1418059;0.97559572;0.909;3083032.3
13.009674;1.1465765;0.99054777;0.9;3085163.6
13.46268;1.1520504;1.0135283;0.917;3087277.3
12.239545;1.1373302;1.029698;0.93;3089416.5
13.793643;1.1560662;1.0255008;0.911;3091625.8
14.105756;1.159866;1.022892;0.891;3093895.8
12.39989;1.1392492;1.049056;0.941;3096213.7
14.27388;1.161918;1.0717601;0.909;3098610.1
13.773325;1.1558192;1.066092;0.995;3101083.5
12.330981;1.1384241;1.0560151;1;3103553.8
12.408411;1.1393512;1.0524595;0.963;3105937.9
13.012057;1.1466052;1.0678094;1.01;3108248.4
13.358274;1.1507865;1.0972949;0.991;3110505.4
12.443937;1.1397769;1.1111774;0.998;3112725.7
11.981982;1.1342545;1.10218;0.971;3114957.9
13.099357;1.1476581;1.0921067;0.955;3117220.9
14.295991;1.1621882;1.0919578;0.975;3119493.9
13.580396;1.1534771;1.0964692;1;3121763.7
14.080733;1.1595609;1.0968543;1.01;3124024.2
12.733212;1.1432486;1.0891608;0.964;3126265
12.696632;1.142809;1.0735641;0.939;3128487.2
13.343133;1.1506033;1.0563022;0.918;3130751.3
13.562399;1.1532589;1.0468519;0.915;3133102
14.98485;1.1706359;1.0579707;0.968;3135476.3
14.926965;1.1699236;1.0844288;0.907;3137834
14.844832;1.1689138;1.1008077;0.927;3140218.1
14.469415;1.1643091;1.100567;0.968;3142650.2
14.23075;1.1613912;1.0971115;0.928;3145089.9
16.27553;1.1866295;1.0870938;0.97;3147425.6
15.099305;1.1720454;1.0601595;0.951;3149611.1
15.912209;1.1821054;1.0389732;0.933;3151759.5
16.132075;1.1848411;1.0362505;0.98;3153916.9
15.307285;1.174611;1.0654407;0.925;3155987.8
17.158331;1.1976946;1.1096114;0.876;3157931.4
16.393707;1.1881048;1.1224409;0.866;3159841.3
16.015958;1.1833955;1.1141229;0.884;3161764
15.093057;1.1719684;1.0972596;0.892;3163678.1
16.696105;1.1918882;1.0709123;0.879;3165600.1
19.489144;1.2274074;1.0519783;0.879;3167528.4
18.840506;1.2190654;1.0416575;0.889;3169474.6
19.400743;1.2262671;1.0367887;0.903;3171434.3
21.279356;1.2507282;1.0257275;0.877;3173395.1
21.261655;1.2504955;1.0184207;0.889;3175406.9
20.231325;1.2370224;1.0445231;0.911;3177510.9
20.121079;1.2355894;1.071762;0.87;3179698.8
21.997874;1.2602124;1.0701699;0.865;3181886.7
22.372953;1.2651919;1.0601173;0.879;3184027
21.571748;1.2545791;1.065148;0.853;3186160.6
20.0152;1.2342148;1.0781899;0.841;3188324.3
20.496522;1.2404763;1.0777846;0.862;3190510.9
20.882764;1.245524;1.0613106;0.83;3192627.1
18.201245;1.2108995;1.0450428;0.835;3194581.6
17.958509;1.2078131;1.0304623;0.871;3196371
18.267474;1.2117429;1.0068794;0.902;3198040.9
19.138155;1.2228863;0.98438068;0.93;3199676.7
18.140272;1.2101235;0.95947211;0.913;3201403.1
16.827025;1.1935299;0.93824188;0.897;3203232.3
18.511174;1.2148517;0.928292;0.908;3205098
17.078412;1.1966886;0.93012407;0.895;3206928.9
16.872153;1.1940964;0.94437255;0.909;3208651.8
16.632237;1.1910881;0.95786599;0.922;3210268.8
16.87053;1.194076;0.95560472;0.904;3211828.6
16.836637;1.1936506;0.9444773;0.867;3213417
16.333597;1.1873542;0.95368181;0.873;3215086.1
16.033782;1.1836173;0.97625926;0.917;3216751.1
15.415525;1.1759485;0.98288973;0.9;3218327.4
15.364514;1.175318;0.9861905;0.877;3219804.8
15.102371;1.1720832;0.9977676;0.883;3221254.8
15.866362;1.1815357;1.0054884;0.866;3222745.8
15.325814;1.1748399;1.0124745;0.883;3224301.1
13.860716;1.1568817;1.0216278;0.89;3225891.5
12.220896;1.1371072;1.0304669;0.83;3227508.7
13.297366;1.1500498;1.0430799;0.851;3229134.7
13.510721;1.1526325;1.0426888;0.882;3230705.2
13.993498;1.1584979;1.0259542;0.87;3232206
13.458751;1.1520028;1.0005069;0.89;3233762.8
12.772955;1.1437264;0.98604044;0.89;3235452.1
12.577756;1.1413816;0.99661923;0.904;3237186.5
11.908084;1.1333736;1.0343269;0.941;3238848.9
11.281321;1.1259297;1.0722458;0.906;3240403.8
12.181286;1.1366338;1.0945787;0.865;3241946.1
12.173465;1.1365403;1.1036462;0.897;3243580.5
9.6027276;1.1062332;1.1095069;0.931;3245315.4
9.9617717;1.110417;1.1268723;0.958;3247094.8
11.464203;1.1280967;1.1371516;0.936;3248845.9
12.442686;1.1397619;1.1304064;0.91;3250565.3
11.729736;1.1312504;1.1198682;0.942;3252284.2
11.823254;1.1323632;1.1125447;0.952;3254041.7
11.194127;1.124898;1.0986385;0.931;3255858.3
12.387568;1.1391016;1.0847464;0.949;3257692.1
12.240165;1.1373376;1.0858947;0.945;3259500.8
11.565771;1.129302;1.0973433;0.925;3261267.6
12.229991;1.137216;1.106882;0.907;3263005.1
11.048066;1.1231718;1.1021949;0.928;3264708.9
11.765635;1.1316775;1.0985757;0.993;3266368.3
11.424041;1.1276204;1.1281272;0.988;3267957.3
11.615839;1.1298966;1.165418;1.01;3269451.8
13.657929;1.1544178;1.1677193;0.964;3270877.1
14.155094;1.1604678;1.1483239;0.968;3272303.4
13.438755;1.1517607;1.1343376;1;3273799.1
12.084324;1.1354757;1.1364921;0.969;3275395.5
12.958894;1.1459645;1.1490976;0.946;3277083.9
13.116258;1.1478621;1.1669582;0.927;3278816.7
12.393194;1.139169;1.1837347;0.932;3280558.9
11.924161;1.1335652;1.1900514;0.904;3282283.3
11.152904;1.1244105;1.1799748;0.915;3283952.3
10.523468;1.116994;1.1505683;0.944;3285542.4
11.758145;1.1315884;1.1089;0.951;3287112.1
11.855723;1.1327499;1.0869493;0.941;3288725.2
10.198885;1.1131887;1.0825764;0.973;3290329.6
8.414693;1.0925015;1.0962694;0.976;3291871.8
9.4373666;1.1043116;1.1119932;0.952;3293379.9
9.7035826;1.1074068;1.1088488;0.96;3294956
8.4296441;1.0926733;1.0951274;0.967;3296687.4
9.2450542;1.102081;1.0861751;0.949;3298534.4
9.5988817;1.1061885;1.0824866;0.96;3300362.8
10.381436;1.1153273;1.0919385;0.944;3302123.3
10.009057;1.1109692;1.1097314;0.919;3303852
9.1214667;1.10065;1.1112263;0.913;3305546.6
8.4769735;1.0932171;1.0922591;0.93;3307191
9.3352073;1.1031261;1.0757642;0.933;3308894.9
9.9444301;1.1102146;1.0663396;0.916;3310666.8
9.7998325;1.108528;1.0526535;0.927;3312391.1
8.9856872;1.0990798;1.0456967;0.927;3314007.3
9.201451;1.1015759;1.0420427;0.929;3315614.1
9.4995296;1.1050336;1.0467196;0.923;3317335.4
8.5244141;1.0937625;1.0651806;0.881;3319126.5
9.2194497;1.1017844;1.0837689;0.864;3320893.5
8.8376057;1.09737;1.0923753;0.891;3322626.5
8.7734638;1.0966302;1.099345;0.911;3324385.6
8.3914227;1.0922343;1.1153711;0.882;3326214.3
7.5275947;1.0823594;1.1331654;0.879;3328017.5
7.8915334;1.0865088;1.1442753;0.862;3329731.9
6.9108486;1.0753638;1.1366958;0.887;3331398.8
6.4381257;1.0700324;1.108528;0.86;3333095
8.7306584;1.0961368;1.0840249;0.837;3334810.9
7.9469427;1.087142;1.0806115;0.853;3336460.2
8.9266462;1.0983978;1.0780654;0.834;3338041.7
7.1087289;1.0776033;1.0560866;0.817;3339612.6
6.2658591;1.0680961;1.0441212;0.822;3341174.3
5.1787486;1.0559577;1.06433;0.807;3342729.3
4.5218736;1.0486901;1.0953264;0.803;3344269.2
3.284126;1.0351315;1.1158543;0.817;3345783.4
4.0394076;1.0433841;1.1424588;0.833;3347293
5.9807375;1.0648991;1.1627457;0.839;3348857.6
2.9246302;1.0312265;1.1598951;0.826;3350480
3.0836498;1.032952;1.1375813;0.832;3352114.7
4.7602247;1.0513214;1.1088343;0.816;3353746.5
4.4327568;1.047708;1.094274;0.78;3355384.9
4.3001334;1.0462481;1.0842216;0.777;3357005.2
4.4102048;1.0474596;1.0597429;0.798;3358585.8
5.0071118;1.0540539;1.0284297;0.792;3360143.3
5.7174484;1.0619553;1.0126736;0.77;3361721.4
4.4667146;1.0480821;1.0163155;0.797;3363340.8
4.6262884;1.049842;1.0259172;0.793;3364976.1
6.1731189;1.0670552;1.0262379;0.785;3366620
4.781031;1.0515514;1.0056892;0.781;3368272.7
4.1735792;1.044857;0.98297123;0.752;3369955.3
5.783817;1.0626966;0.98300449;0.761;3371668.7
6.1278806;1.0665478;0.99363574;0.788;3373367.7
5.3464539;1.0578212;1.0068261;0.776;3375022.7
5.2220669;1.0564387;1.0241317;0.773;3376608.8
5.7432993;1.062244;1.0368344;0.791;3378118.6
6.411947;1.0697379;1.0355079;0.817;3379607.9
7.2065329;1.078712;1.0282598;0.86;3381113.1
5.5158958;1.0597074;1.0345688;0.822;3382630
3.9602471;1.0425161;1.0548548;0.862;3384179.1
6.7303671;1.0733251;1.0713467;0.857;3385783.4
6.6640938;1.0725775;1.0731351;0.801;3387442.2
6.9028722;1.0752736;1.062826;0.805;3389107.8
7.9006273;1.0866127;1.04571;0.817;3390708.3
7.7445691;1.0848313;1.0294639;0.867;3392291.7
7.0191509;1.0765889;1.0257206;0.856;3393929.1
8.8716266;1.0977626;1.0252241;0.842;3395587.5
8.234102;1.0904292;1.0154282;0.87;3397271.8
7.7176979;1.0845249;1.0105062;0.835;3399006.6
7.8576708;1.0861221;1.0100054;0.816;3400822.2
7.4287762;1.0812355;1.0128947;0.864;3402690.8
8.6781036;1.0955313;1.0136986;0.897;3404499.9
9.727589;1.1076864;1.0085455;0.869;3406210.2
8.6457827;1.0951591;0.99485505;0.875;3407872.5
8.8605437;1.0976347;0.99111868;0.907;3409571.4
8.9005516;1.0980965;0.98759727;0.905;3411332.5
7.56429;1.0827771;0.97451846;0.94;3413076.5
8.7225481;1.0960434;0.96509042;0.946;3414727.5
8.9694064;1.0988917;0.97044539;0.908;3416280.3
9.2402184;1.102025;0.98578841;0.894;3417773.2
9.117466;1.1006037;0.99499236;0.881;3419254
10.108434;1.1121306;0.98419005;0.931;3420703.4
9.3129009;1.1028675;0.97939792;0.921;3422118
8.2124523;1.090181;0.99264038;0.893;3423532.8
7.4415787;1.081381;1.0266753;0.892;3424921.9
7.4219242;1.0811576;1.0628968;0.869;3426270.1
9.6228352;1.1064671;1.0629864;0.859;3427606.3
8.3471296;1.0917257;1.0434892;0.864;3428997.1
6.7133212;1.0731328;1.0393288;0.881;3430474.4
6.1273908;1.0665423;1.0581014;0.896;3431983.1
7.2342501;1.0790264;1.0832475;0.891;3433497.6
9.6016033;1.1062201;1.1140204;0.934;3434998.1
7.4316174;1.0812678;1.1453712;0.92;3436461.5
6.8541768;1.0747232;1.1506741;0.91;3437894.7
7.9192335;1.0868253;1.1480242;0.926;3439262.4
7.8169226;1.0856569;1.1583247;0.875;3440490.4
6.6292814;1.072185;1.1706165;0.851;3441603.2
6.7004333;1.0729874;1.1703305;0.846;3442724.3
6.8280123;1.0744276;1.1477927;0.862;3443913.9
7.3212974;1.0800144;1.1302252;0.873;3445150.1
7.1009283;1.077515;1.1384755;0.873;3446359.5
7.5837447;1.0829986;1.1629466;0.869;3447491
7.1930758;1.0785594;1.1731044;0.868;3448562.1
6.3232596;1.0687409;1.1520385;0.889;3449661.9
6.6759036;1.0727107;1.127663;0.861;3450818.8
5.7424637;1.0622347;1.1125604;0.839;3451935.2
5.5341832;1.0599111;1.0961819;0.858;3452958.6
7.7397702;1.0847766;1.0785431;0.82;3453987
8.2377082;1.0904705;1.0672279;0.834;3455098.7
7.6481526;1.0837322;1.066644;0.831;3456257.3
9.7447523;1.1078863;1.0715156;0.825;3457394.2
11.35242;1.1267716;1.0645189;0.819;3458463.4
9.8654957;1.1092936;1.0581385;0.794;3459488.8
10.617712;1.1181014;1.0766688;0.832;3460568.4
10.603731;1.117937;1.09953;0.855;3461701.6
11.334002;1.1265535;1.0787663;0.818;3462821.9
11.718514;1.131117;1.0296736;0.812;3463910.1
11.503868;1.1285672;1.0153865;0.778;3465003.6
13.045098;1.1470036;1.0472844;0.769;3466144.8
13.300119;1.1500831;1.0876238;0.781;3467305.2
12.455321;1.1399133;1.0952963;0.775;3468452.9
13.461142;1.1520318;1.0665931;0.805;3469613
11.251743;1.1255796;1.0330805;0.787;3470785.2
10.903686;1.1214682;1.0247618;0.768;3471976.2
11.704675;1.1309524;1.0325511;0.761;3473163
10.385917;1.1153798;1.0165157;0.765;3474317.7
8.8327851;1.0973144;0.98092313;0.784;3475416
8.4464596;1.0928665;0.96879398;0.773;3476513.6
9.7512119;1.1079615;0.99122141;0.776;3477638.2
9.7743944;1.1082316;0.99964916;0.767;3478752.4
10.502303;1.1167455;0.98044336;0.757;3479858
11.653224;1.1303408;0.96232361;0.769;3480984.8
10.328127;1.1147023;0.9534888;0.734;3482121.2
9.4925852;1.1049529;0.96378329;0.759;3483245.4
11.535855;1.1289468;0.99104528;0.75;3484365
11.263099;1.125714;1.0075224;0.75;3485519.5
10.393294;1.1154663;1.0034896;0.773;3486781.2
10.701236;1.1190837;0.99546695;0.752;3488157.3
11.12205;1.1240458;0.9863652;0.749;3489527.9
10.456243;1.1162048;0.97816011;0.736;3490781.7
10.291704;1.1142756;0.99191644;0.768;3491936.5
10.826352;1.1205567;1.0182202;0.769;3493099.7
10.741459;1.119557;1.0306634;0.765;3494396
10.736454;1.1194981;1.0253515;0.741;3495860.3
10.592935;1.1178101;1.0092876;0.772;3497421.8
8.2066959;1.090115;0.98890175;0.798;3499004
10.07665;1.111759;0.98028992;0.768;3500627.3
10.304056;1.1144203;0.98039144;0.763;3502319.6
11.284637;1.1259689;0.98598329;0.782;3504034.2
10.078529;1.111781;0.98907487;0.758;3505781.9
10.160846;1.1127436;0.9807989;0.762;3507591.9
11.626118;1.1300187;0.97436522;0.781;3509470
8.7515317;1.0963774;0.97538263;0.784;3511344.7
9.4426923;1.1043735;0.97608359;0.805;3513135
10.199714;1.1131984;0.97184409;0.792;3514900.8
8.0633542;1.0884734;0.96974886;0.804;3516715.4
10.828979;1.1205877;0.96668194;0.775;3518561.7
10.226054;1.1135067;0.95508951;0.814;3520371.7
10.14408;1.1125475;0.94845534;0.841;3522143.4
9.454187;1.1045069;0.95528749;0.85;3523970.9
10.771869;1.119915;0.95248749;0.831;3525917.4
11.690776;1.1307871;0.93816746;0.818;3527975.1
9.4258106;1.1041775;0.93863925;0.825;3530078.2
9.4548221;1.1045143;0.94661155;0.826;3532176
10.751572;1.1196761;0.94947616;0.858;3534304.9
12.616952;1.1418521;0.95260529;0.799;3536467.7
12.325018;1.1383527;0.9559616;0.782;3538620.2
11.042401;1.1231049;0.93865067;0.826;3540741.9
10.37654;1.1152699;0.90450509;0.81;3542872.1
9.0388317;1.0996941;0.87481486;0.796;3545085
10.546807;1.1172682;0.858772;0.807;3547399.1
10.570058;1.1175413;0.85920303;0.809;3549754.3
8.7840778;1.0967526;0.87472844;0.818;3552079.1
8.9932061;1.0991667;0.8955497;0.801;3554409
8.7826112;1.0967357;0.91894473;0.805;3556775.1
7.6493677;1.083746;0.9296947;0.811;3559152
7.707125;1.0844043;0.91602866;0.796;3561528.6
9.258777;1.1022401;0.88861567;0.807;3563934.2
8.8011901;1.09695;0.87469973;0.823;3566383.6
8.7017877;1.0958041;0.88268125;0.795;3568834.1
8.2798781;1.0909541;0.8874723;0.795;3571261.2
8.2181104;1.0902458;0.86772647;0.808;3573696.9
8.4844335;1.0933029;0.84081019;0.783;3576161.6
7.4857847;1.0818837;0.82805781;0.794;3578634.1
8.3749935;1.0920456;0.82596762;0.805;3581150.1
7.6892841;1.0842009;0.82670168;0.787;3583751.2
7.4166467;1.0810976;0.82019061;0.819;3586428.7
6.8909293;1.0751386;0.80822869;0.808;3589126.4
7.8704566;1.0862681;0.80605078;0.808;3591820.8
7.6364402;1.0835987;0.80974929;0.807;3594526.7
6.2330681;1.0677279;0.81366027;0.793;3597222.7
6.8754833;1.074964;0.81077873;0.808;3599896.2
7.6760125;1.0840497;0.80038489;0.806;3602526.5
8.911682;1.098225;0.78209453;0.79;3605091.6
8.1943865;1.0899739;0.76634579;0.789;3607632.5
7.8807312;1.0863855;0.77917003;0.808;3610181.2
8.3430313;1.0916787;0.81980626;0.819;3612739.3
7.9156299;1.0867841;0.85137516;0.864;3615260.7
7.8117502;1.0855978;0.85300932;0.835;3617710.4
8.9212697;1.0983357;0.83415276;0.859;3620122.3
8.8771358;1.0978262;0.80867329;0.896;3622529.3
